+------+--------+-------+--------------+--------------+--------------+---------------+-------------------+--------------+-----------------+
| id   | sen_id | va_id | ori_gold     | final_gold   | pred         | ex_condition  | worker_decision   | final_label  | dataset         |
| 2629 |   2339 |  5370 | begin.01     | begin.01     | begin.01     | main_workflow | solved by filter  | begin.01     | WSD_large_scale |
| 2630 |    147 |   357 | give.01      | give.01      | give.01      | main_workflow | solved by compare | give.01      | WSD_large_scale |
| 2631 |   1093 |  2491 | say.01       | say.01       | say.01       | main_workflow | solved by compare | say.01       | WSD_large_scale |
| 2632 |   1093 |  2492 | go.04        | go.04        | go.04        | main_workflow | solved by compare | go.04        | WSD_large_scale |
| 2633 |   1093 |  2493 | force.01     | force.01     | force.01     | main_workflow | solved by filter  | force.01     | WSD_large_scale |
| 2634 |   1093 |  2494 | take.01      | take.01      | take.01      | main_workflow | solved by fix     | take.01      | WSD_large_scale |
| 2635 |    819 |  1860 | take.01      | take.01      | take.01      | main_workflow | solved by compare | take.01      | WSD_large_scale |
| 2636 |   2539 |  5774 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2637 |   2539 |  5776 | come.01      | come.01      | come.03      | main_workflow | solved by compare | come.03      | WSD_large_scale |
| 2638 |    272 |   638 | call.01      | call.01      | call.01      | main_workflow | solved by fix     | call.01      | WSD_large_scale |
| 2639 |    272 |   639 | lead.03      | lead.03      | lead.03      | main_workflow | solved by compare | lead.03      | WSD_large_scale |
| 2640 |   2322 |  5328 | sit.01       | sit.01       | sit.01       | main_workflow | solved by compare | sit.01       | WSD_large_scale |
| 2641 |   2322 |  5330 | look.01      | look.01      | look.01      | main_workflow | solved by filter  | look.01      | WSD_large_scale |
| 2642 |   1766 |  4097 | view.01      | view.01      | view.02      | main_workflow | solved by compare | view.02      | WSD_large_scale |
| 2643 |   1766 |  4098 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2644 |    652 |  1500 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2645 |     57 |   143 | come.01      | come.01      | come.01      | main_workflow | solved by compare | come.01      | WSD_large_scale |
| 2646 |     57 |   144 | try.01       | try.01       | try.01       | main_workflow | solved by compare | try.01       | WSD_large_scale |
| 2647 |     57 |   146 | charge.06    | charge.06    | charge.01    | main_workflow | solved by compare | charge.06    | WSD_large_scale |
| 2648 |   1334 |  1376 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2649 |   1334 |  1377 | produce.01   | produce.01   | produce.01   | main_workflow | solved by compare | produce.01   | WSD_large_scale |
| 2650 |    828 |  1872 | live.01      | live.01      | live.01      | main_workflow | solved by filter  | live.01      | WSD_large_scale |
| 2651 |    828 |  1873 | rise.01      | rise.01      | rise.01      | main_workflow | solved by filter  | rise.01      | WSD_large_scale |
| 2652 |   1675 |  3881 | fail.01      | fail.01      | fail.01      | main_workflow | solved by compare | fail.01      | WSD_large_scale |
| 2653 |   1675 |  3882 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2654 |    837 |  1898 | stir.02      | stir.02      | stir.02      | main_workflow | solved by filter  | stir.02      | WSD_large_scale |
| 2655 |   1862 |  4305 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2656 |   1862 |  4306 | talk.01      | talk.01      | talk.01      | main_workflow | solved by filter  | talk.01      | WSD_large_scale |
| 2657 |   1886 |  4357 | hit.02       | hit.02       | hit.02       | main_workflow | solved by filter  | hit.02       | WSD_large_scale |
| 2658 |   1886 |  4358 | fall.01      | fall.01      | fall.01      | main_workflow | solved by compare | fall.01      | WSD_large_scale |
| 2659 |   1752 |  4063 | jump.03      | jump.03      | jump.01      | main_workflow | solved by compare | jump.03      | WSD_large_scale |
| 2660 |   1114 |  2533 | close.01     | close.01     | close.01     | main_workflow | solved by compare | close.01     | WSD_large_scale |
| 2661 |   1114 |  2534 | become.01    | become.01    | become.01    | main_workflow | solved by filter  | become.01    | WSD_large_scale |
| 2662 |   1114 |  2535 | skid.01      | skid.01      | skid.02      | main_workflow | solved by fix     | skid.01      | WSD_large_scale |
| 2663 |    745 |  1695 | happen.01    | happen.01    | happen.01    | main_workflow | solved by filter  | happen.01    | WSD_large_scale |
| 2664 |    865 |  1968 | decline.02   | decline.02   | decline.02   | main_workflow | solved by filter  | decline.02   | WSD_large_scale |
| 2665 |   1259 |  2888 | look.01      | look.01      | look.01      | main_workflow | solved by fix     | look.04      | WSD_large_scale |
| 2666 |   1259 |  2890 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2667 |   1978 |  4564 | end.01       | end.01       | end.01       | main_workflow | solved by compare | end.01       | WSD_large_scale |
| 2668 |   2555 |  5817 | serve.01     | serve.01     | serve.01     | main_workflow | solved by compare | serve.01     | WSD_large_scale |
| 2669 |    324 |   743 | work.01      | work.01      | work.01      | main_workflow | solved by compare | work.01      | WSD_large_scale |
| 2670 |    324 |   744 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2671 |   2130 |  4900 | seize.01     | seize.01     | seize.01     | main_workflow | solved by filter  | seize.01     | WSD_large_scale |
| 2672 |   2626 |  5969 | tell.02      | tell.02      | tell.01      | main_workflow | solved by compare | tell.02      | WSD_large_scale |
| 2673 |    994 |  2275 | meet.01      | meet.01      | meet.01      | main_workflow | solved by fix     | meet.01      | WSD_large_scale |
| 2674 |   1537 |  3549 | add.02       | add.02       | add.02       | main_workflow | solved by filter  | add.02       | WSD_large_scale |
| 2675 |   1537 |  3550 | begin.01     | begin.01     | begin.01     | main_workflow | solved by filter  | begin.01     | WSD_large_scale |
| 2676 |   1071 |  2445 | hold.01      | hold.01      | hold.01      | main_workflow | solved by compare | hold.01      | WSD_large_scale |
| 2677 |   1422 |  3301 | take.01      | take.10      | take.01      | main_workflow | solved by fix     | take.10      | WSD_large_scale |
| 2678 |   1422 |  3302 | figure.05    | figure.05    | figure.05    | main_workflow | solved by compare | figure.05    | WSD_large_scale |
| 2679 |    445 |  1028 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2680 |   2060 |  4746 | contain.01   | contain.01   | contain.01   | main_workflow | solved by filter  | contain.01   | WSD_large_scale |
| 2681 |   1866 |  4315 | base.01      | base.01      | base.01      | main_workflow | solved by compare | base.01      | WSD_large_scale |
| 2682 |   1866 |  4316 | charge.06    | charge.06    | charge.06    | main_workflow | solved by compare | charge.06    | WSD_large_scale |
| 2683 |   1980 |  4567 | come.01      | come.01      | come.01      | main_workflow | solved by fix     | come.01      | WSD_large_scale |
| 2684 |   1980 |  4568 | halt.01      | halt.01      | halt.01      | main_workflow | solved by filter  | halt.01      | WSD_large_scale |
| 2685 |   1980 |  4569 | trade.01     | trade.01     | trade.01     | main_workflow | solved by filter  | trade.01     | WSD_large_scale |
| 2686 |    535 |  1245 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2687 |    535 |  1246 | look.02      | look.02      | look.02      | main_workflow | solved by compare | look.02      | WSD_large_scale |
| 2688 |    535 |  1248 | turn.01      | turn.01      | turn.02      | main_workflow | solved by compare | turn.01      | WSD_large_scale |
| 2689 |   1473 |  3404 | provide.01   | provide.01   | provide.01   | main_workflow | solved by compare | provide.01   | WSD_large_scale |
| 2690 |   1473 |  3405 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2691 |   1473 |  3406 | produce.01   | produce.01   | produce.01   | main_workflow | solved by filter  | produce.01   | WSD_large_scale |
| 2692 |     78 |   193 | double.01    | double.01    | double.01    | main_workflow | solved by filter  | double.01    | WSD_large_scale |
| 2693 |     78 |   194 | take.09      | take.09      | take.21      | main_workflow | solved by filter  | take.21      | WSD_large_scale |
| 2694 |     78 |   195 | pay.01       | pay.01       | pay.01       | main_workflow | solved by filter  | pay.01       | WSD_large_scale |
| 2695 |   1770 |  4102 | drop.01      | drop.01      | drop.01      | main_workflow | solved by filter  | drop.01      | WSD_large_scale |
| 2696 |   2009 |  4626 | feel.01      | feel.01      | feel.01      | main_workflow | solved by compare | feel.01      | WSD_large_scale |
| 2697 |    300 |   693 | make.01      | make.01      | make.02      | main_workflow | solved by compare | make.02      | WSD_large_scale |
| 2698 |   2022 |  4657 | find.01      | find.01      | find.01      | main_workflow | solved by compare | find.01      | WSD_large_scale |
| 2699 |   2022 |  4658 | conceive.01  | conceive.01  | conceive.01  | main_workflow | solved by compare | conceive.01  | WSD_large_scale |
| 2700 |   2022 |  4659 | switch.02    | switch.02    | switch.02    | main_workflow | solved by filter  | switch.02    | WSD_large_scale |
| 2701 |   2022 |  4660 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2702 |   1792 |  4142 | fall.01      | fall.01      | fall.01      | main_workflow | solved by compare | fall.01      | WSD_large_scale |
| 2703 |    401 |   927 | get.06       | get.06       | get.03       | main_workflow | solved by compare | get.03       | WSD_large_scale |
| 2704 |    401 |   928 | start.01     | start.01     | start.01     | main_workflow | solved by compare | start.01     | WSD_large_scale |
| 2705 |    401 |   929 | train.01     | train.01     | train.01     | main_workflow | solved by filter  | train.01     | WSD_large_scale |
| 2706 |    401 |   930 | make.01      | make.01      | make.02      | main_workflow | solved by compare | make.02      | WSD_large_scale |
| 2707 |    401 |   932 | see.01       | see.01       | see.01       | main_workflow | solved by compare | see.01       | WSD_large_scale |
| 2708 |    401 |   933 | concede.01   | concede.01   | concede.01   | main_workflow | solved by filter  | concede.01   | WSD_large_scale |
| 2709 |   2504 |  5711 | look.02      | look.02      | look.02      | main_workflow | solved by compare | look.02      | WSD_large_scale |
| 2710 |   2504 |  5712 | rest.01      | rest.01      | rest.01      | main_workflow | solved by filter  | rest.01      | WSD_large_scale |
| 2711 |   2216 |  5096 | sell.01      | sell.01      | sell.01      | main_workflow | solved by filter  | sell.01      | WSD_large_scale |
| 2712 |   2216 |  5097 | put.11       | put.11       | put.11       | main_workflow | solved by compare | put.11       | WSD_large_scale |
| 2713 |   2216 |  5099 | back.01      | back.01      | back.01      | main_workflow | solved by compare | back.01      | WSD_large_scale |
| 2714 |   1722 |  3994 | die.01       | die.01       | die.01       | main_workflow | solved by filter  | die.01       | WSD_large_scale |
| 2715 |   1722 |  3995 | move.01      | move.01      | move.01      | main_workflow | solved by filter  | move.01      | WSD_large_scale |
| 2716 |   1722 |  3996 | let.01       | let.01       | let.01       | main_workflow | solved by filter  | let.01       | WSD_large_scale |
| 2717 |   1722 |  3997 | make.01      | make.01      | make.02      | main_workflow | solved by fix     | make.01      | WSD_large_scale |
| 2718 |    227 |   535 | grow.01      | grow.01      | grow.01      | main_workflow | solved by filter  | grow.01      | WSD_large_scale |
| 2719 |   1281 |  2937 | run.01       | run.01       | run.01       | main_workflow | solved by compare | run.05       | WSD_large_scale |
| 2720 |   1281 |  2938 | prepare.01   | prepare.02   | prepare.02   | main_workflow | solved by compare | prepare.02   | WSD_large_scale |
| 2721 |   2201 |  5059 | rise.01      | rise.01      | rise.01      | main_workflow | solved by filter  | rise.01      | WSD_large_scale |
| 2722 |   2201 |  5060 | fall.01      | fall.01      | fall.01      | main_workflow | solved by filter  | fall.01      | WSD_large_scale |
| 2723 |   1498 |  3454 | run.01       | run.01       | run.01       | main_workflow | solved by compare | run.01       | WSD_large_scale |
| 2724 |   1498 |  3455 | predict.01   | predict.01   | predict.01   | main_workflow | solved by filter  | predict.01   | WSD_large_scale |
| 2725 |   1498 |  3456 | open.02      | open.02      | open.01      | main_workflow | solved by compare | open.01      | WSD_large_scale |
| 2726 |    668 |  1535 | think.01     | think.01     | think.01     | main_workflow | solved by filter  | think.01     | WSD_large_scale |
| 2727 |    668 |  1536 | go.04        | go.04        | go.04        | main_workflow | solved by compare | go.04        | WSD_large_scale |
| 2728 |    668 |  1537 | come.01      | come.01      | come.01      | main_workflow | solved by compare | come.01      | WSD_large_scale |
| 2729 |    668 |  1538 | buy.01       | buy.01       | buy.01       | main_workflow | solved by compare | buy.01       | WSD_large_scale |
| 2730 |     50 |   127 | do.02        | do.02        | do.02        | main_workflow | solved by fix     | do.02        | WSD_large_scale |
| 2731 |     50 |   128 | prove.01     | prove.01     | prove.01     | main_workflow | solved by compare | prove.01     | WSD_large_scale |
| 2732 |    144 |   349 | talk.01      | talk.01      | talk.01      | main_workflow | solved by filter  | talk.01      | WSD_large_scale |
| 2733 |    144 |   350 | tell.01      | tell.01      | tell.01      | main_workflow | solved by compare | tell.01      | WSD_large_scale |
| 2734 |    144 |   351 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2735 |   1994 |  4602 | fall.01      | fall.01      | fall.01      | main_workflow | solved by compare | fall.01      | WSD_large_scale |
| 2736 |    549 |  1276 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2737 |    549 |  1278 | yield.01     | yield.03     | yield.01     | main_workflow | solved by fix     | yield.03     | WSD_large_scale |
| 2738 |    549 |  1279 | assume.02    | assume.02    | assume.01    | main_workflow | solved by filter  | assume.02    | WSD_large_scale |
| 2739 |   2557 |  5823 | know.01      | know.01      | know.01      | main_workflow | solved by fix     | know.01      | WSD_large_scale |
| 2740 |   2557 |  5825 | approach.01  | approach.01  | approach.01  | main_workflow | solved by filter  | approach.01  | WSD_large_scale |
| 2741 |   2446 |  5591 | wear.01      | wear.01      | wear.01      | main_workflow | solved by filter  | wear.01      | WSD_large_scale |
| 2742 |   2446 |  5593 | puff.01      | puff.01      | puff.01      | main_workflow | solved by filter  | puff.01      | WSD_large_scale |
| 2743 |    696 |  1609 | base.02      | base.02      | base.02      | main_workflow | solved by filter  | base.02      | WSD_large_scale |
| 2744 |   2188 |  5028 | raise.02     | raise.02     | raise.01     | main_workflow | solved by compare | raise.02     | WSD_large_scale |
| 2745 |   2188 |  5029 | suspend.01   | suspend.01   | suspend.01   | main_workflow | solved by filter  | suspend.01   | WSD_large_scale |
| 2746 |    366 |   832 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2747 |    366 |   833 | use.01       | use.01       | use.01       | main_workflow | solved by filter  | use.01       | WSD_large_scale |
| 2748 |    366 |   835 | mind.01      | mind.01      | mind.01      | main_workflow | solved by filter  | mind.01      | WSD_large_scale |
| 2749 |   1523 |  3512 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2750 |   1523 |  3514 | shed.01      | shed.01      | shed.01      | main_workflow | solved by compare | shed.01      | WSD_large_scale |
| 2751 |   1523 |  3516 | take.01      | take.01      | take.01      | main_workflow | solved by compare | take.01      | WSD_large_scale |
| 2752 |    575 |  1339 | go.08        | go.08        | go.08        | main_workflow | solved by compare | go.08        | WSD_large_scale |
| 2753 |   1243 |   483 | look.04      | look.04      | look.04      | main_workflow | solved by filter  | look.04      | WSD_large_scale |
| 2754 |   1243 |   484 | buy.01       | buy.01       | buy.01       | main_workflow | solved by filter  | buy.01       | WSD_large_scale |
| 2755 |   1341 |  3094 | hold.01      | hold.01      | hold.01      | main_workflow | solved by compare | hold.01      | WSD_large_scale |
| 2756 |   1769 |  4101 | base.01      | base.01      | base.01      | main_workflow | solved by filter  | base.01      | WSD_large_scale |
| 2757 |    129 |   320 | make.01      | make.01      | make.LV      | main_workflow | solved by fix     | make.01      | WSD_large_scale |
| 2758 |   2542 |  5779 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2759 |   2542 |  5781 | give.01      | give.01      | give.01      | main_workflow | solved by compare | give.01      | WSD_large_scale |
| 2760 |   2542 |  5782 | get.03       | get.03       | get.03       | main_workflow | solved by compare | get.03       | WSD_large_scale |
| 2761 |   2542 |  5783 | settle.03    | settle.03    | settle.02    | main_workflow | solved by compare | settle.03    | WSD_large_scale |
| 2762 |   2544 |  5786 | turn.01      | turn.01      | turn.01      | main_workflow | solved by compare | turn.01      | WSD_large_scale |
| 2763 |   1716 |  3984 | get.02       | get.02       | get.01       | main_workflow | solved by fix     | get.01       | WSD_large_scale |
| 2764 |   1394 |  3234 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2765 |   1394 |  3235 | file.01      | file.01      | file.01      | main_workflow | solved by filter  | file.01      | WSD_large_scale |
| 2766 |    969 |  1254 | drop.01      | drop.01      | drop.01      | main_workflow | solved by compare | drop.01      | WSD_large_scale |
| 2767 |    969 |  1255 | end.01       | end.02       | end.01       | main_workflow | solved by fix     | end.01       | WSD_large_scale |
| 2768 |   1656 |  3834 | take.01      | take.01      | take.01      | main_workflow | solved by compare | take.10      | WSD_large_scale |
| 2769 |   1656 |  3835 | spend.01     | spend.01     | spend.01     | main_workflow | solved by filter  | spend.01     | WSD_large_scale |
| 2770 |   1656 |  3836 | make.01      | make.01      | make.02      | main_workflow | solved by compare | make.01      | WSD_large_scale |
| 2771 |   1656 |  3838 | tune.02      | tune.02      | tune.01      | main_workflow | solved by compare | tune.02      | WSD_large_scale |
| 2772 |   1656 |  3839 | see.01       | see.01       | see.01       | main_workflow | solved by compare | see.01       | WSD_large_scale |
| 2773 |   1191 |  2714 | decline.02   | decline.02   | decline.02   | main_workflow | solved by filter  | decline.02   | WSD_large_scale |
| 2774 |   2289 |  5255 | try.01       | try.01       | try.01       | main_workflow | solved by filter  | try.01       | WSD_large_scale |
| 2775 |   2289 |  5256 | get.05       | get.05       | get.01       | main_workflow | solved by fix     | get.05       | WSD_large_scale |
| 2776 |   1618 |  3736 | buy.01       | buy.01       | buy.01       | main_workflow | solved by filter  | buy.01       | WSD_large_scale |
| 2777 |   1618 |  3737 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2778 |   2280 |  5234 | have.03      | have.03      | have.03      | main_workflow | solved by fix     | have.03      | WSD_large_scale |
| 2779 |   2280 |  5235 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2780 |   2410 |  5521 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2781 |   1304 |  3002 | ask.01       | ask.01       | ask.01       | main_workflow | solved by filter  | ask.01       | WSD_large_scale |
| 2782 |   1304 |  3003 | give.01      | give.07      | give.07      | main_workflow | solved by fix     | give.07      | WSD_large_scale |
| 2783 |   1304 |  3004 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2784 |   1304 |  3005 | look.02      | look.02      | look.02      | main_workflow | solved by filter  | look.02      | WSD_large_scale |
| 2785 |   2513 |  5724 | sit.01       | sit.01       | sit.01       | main_workflow | solved by compare | sit.01       | WSD_large_scale |
| 2786 |     33 |    82 | produce.01   | produce.01   | produce.01   | main_workflow | solved by filter  | produce.01   | WSD_large_scale |
| 2787 |    977 |  2226 | make.01      | make.01      | make.02      | main_workflow | solved by compare | make.02      | WSD_large_scale |
| 2788 |    977 |  2227 | get.01       | get.01       | get.01       | main_workflow | solved by compare | get.01       | WSD_large_scale |
| 2789 |    977 |  2231 | finance.01   | finance.01   | finance.01   | main_workflow | solved by filter  | finance.01   | WSD_large_scale |
| 2790 |   2230 |  5131 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2791 |   2230 |  5132 | drop.05      | drop.05      | drop.05      | main_workflow | solved by compare | drop.05      | WSD_large_scale |
| 2792 |   2230 |  5133 | end.01       | end.01       | end.01       | main_workflow | solved by filter  | end.01       | WSD_large_scale |
| 2793 |   1879 |  4341 | take.01      | take.01      | take.01      | main_workflow | solved by fix     | take.01      | WSD_large_scale |
| 2794 |   1879 |  4342 | force.01     | force.01     | force.01     | main_workflow | solved by compare | force.01     | WSD_large_scale |
| 2795 |   1879 |  4343 | take.01      | take.01      | take.01      | main_workflow | solved by compare | take.01      | WSD_large_scale |
| 2796 |   1451 |  3355 | hold.08      | hold.08      | hold.08      | main_workflow | solved by fix     | hold.08      | WSD_large_scale |
| 2797 |   1451 |  3356 | make.01      | make.01      | make.02      | main_workflow | solved by fix     | make.01      | WSD_large_scale |
| 2798 |   1451 |  3357 | take.14      | take.14      | take.14      | main_workflow | solved by compare | take.14      | WSD_large_scale |
| 2799 |    906 |  2058 | say.01       | say.01       | say.01       | main_workflow | solved by compare | say.01       | WSD_large_scale |
| 2800 |    906 |  2059 | file.01      | file.01      | file.01      | main_workflow | solved by filter  | file.01      | WSD_large_scale |
| 2801 |    895 |  2038 | run.04       | run.04       | run.04       | main_workflow | solved by compare | run.04       | WSD_large_scale |
| 2802 |    996 |  2281 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2803 |    996 |  2282 | have.03      | have.03      | have.03      | main_workflow | solved by compare | have.03      | WSD_large_scale |
| 2804 |    996 |  2283 | look.02      | look.02      | look.02      | main_workflow | solved by compare | look.02      | WSD_large_scale |
| 2805 |    469 |  1095 | run.03       | run.03       | run.01       | main_workflow | solved by fix     | run.03       | WSD_large_scale |
| 2806 |   1377 |  3186 | become.01    | become.01    | become.01    | main_workflow | solved by filter  | become.01    | WSD_large_scale |
| 2807 |   1377 |  3187 | sleep.01     | sleep.01     | sleep.01     | main_workflow | solved by filter  | sleep.01     | WSD_large_scale |
| 2808 |   1377 |  3188 | keep.02      | keep.02      | keep.02      | main_workflow | solved by compare | keep.02      | WSD_large_scale |
| 2809 |    847 |  1920 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2810 |   1089 |  2482 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2811 |   1089 |  2483 | make.07      | make.07      | make.07      | main_workflow | solved by compare | make.07      | WSD_large_scale |
| 2812 |   2489 |  5675 | do.02        | do.02        | do.02        | main_workflow | solved by filter  | do.02        | WSD_large_scale |
| 2813 |   2489 |  5676 | ask.01       | ask.01       | ask.01       | main_workflow | solved by compare | ask.01       | WSD_large_scale |
| 2814 |   2120 |  4874 | close.02     | close.02     | close.02     | main_workflow | solved by fix     | close.02     | WSD_large_scale |
| 2815 |   2120 |  4875 | close.02     | close.02     | close.02     | main_workflow | solved by compare | close.02     | WSD_large_scale |
| 2816 |   1486 |  3433 | die.01       | die.01       | die.01       | main_workflow | solved by filter  | die.01       | WSD_large_scale |
| 2817 |    620 |  1436 | come.01      | come.01      | come.01      | main_workflow | solved by compare | come.01      | WSD_large_scale |
| 2818 |    620 |  1437 | think.01     | think.01     | think.01     | main_workflow | solved by filter  | think.01     | WSD_large_scale |
| 2819 |    620 |  1438 | give.01      | give.01      | give.03      | main_workflow | solved by fix     | give.01      | WSD_large_scale |
| 2820 |   2262 |  5200 | live.01      | live.01      | live.01      | main_workflow | solved by filter  | live.01      | WSD_large_scale |
| 2821 |    850 |  1929 | change.01    | change.01    | change.01    | main_workflow | solved by filter  | change.01    | WSD_large_scale |
| 2822 |   1554 |  3587 | raise.01     | raise.02     | raise.01     | main_workflow | solved by fix     | raise.02     | WSD_large_scale |
| 2823 |   1554 |  3588 | sell.01      | sell.01      | sell.01      | main_workflow | solved by filter  | sell.01      | WSD_large_scale |
| 2824 |   1554 |  3590 | mature.01    | mature.01    | mature.01    | main_workflow | solved by filter  | mature.01    | WSD_large_scale |
| 2825 |    336 |   765 | get.01       | get.01       | get.01       | main_workflow | solved by compare | get.01       | WSD_large_scale |
| 2826 |    336 |   766 | work.01      | work.01      | work.01      | main_workflow | solved by compare | work.01      | WSD_large_scale |
| 2827 |    717 |  1642 | come.01      | come.01      | come.03      | main_workflow | solved by compare | come.03      | WSD_large_scale |
| 2828 |   1827 |  4218 | say.01       | say.01       | say.01       | main_workflow | solved by compare | say.01       | WSD_large_scale |
| 2829 |   1224 |  2789 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2830 |   1224 |  2790 | hit.01       | hit.01       | hit.02       | main_workflow | solved by fix     | hit.01       | WSD_large_scale |
| 2831 |   1224 |  2791 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2832 |   1224 |  2792 | notch.02     | notch.02     | notch.01     | main_workflow | solved by compare | notch.02     | WSD_large_scale |
| 2833 |   1648 |  3817 | say.01       | say.01       | say.01       | main_workflow | solved by compare | say.01       | WSD_large_scale |
| 2834 |   2478 |  5656 | mean.01      | mean.01      | mean.01      | main_workflow | solved by filter  | mean.01      | WSD_large_scale |
| 2835 |    997 |  2284 | have.03      | have.03      | have.03      | main_workflow | solved by fix     | have.03      | WSD_large_scale |
| 2836 |    997 |  2285 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2837 |    292 |   676 | affect.01    | affect.01    | affect.01    | main_workflow | solved by filter  | affect.01    | WSD_large_scale |
| 2838 |   2460 |  5622 | touch.01     | touch.01     | touch.01     | main_workflow | solved by filter  | touch.01     | WSD_large_scale |
| 2839 |   2460 |  5623 | make.02      | make.02      | make.02      | main_workflow | solved by compare | make.02      | WSD_large_scale |
| 2840 |    750 |  1706 | rise.01      | rise.01      | rise.01      | main_workflow | solved by filter  | rise.01      | WSD_large_scale |
| 2841 |   2492 |  5682 | catch.02     | catch.02     | catch.01     | main_workflow | solved by fix     | catch.02     | WSD_large_scale |
| 2842 |   2492 |  5684 | get.04       | get.04       | get.04       | main_workflow | solved by filter  | get.04       | WSD_large_scale |
| 2843 |    798 |  1811 | have.03      | have.03      | have.03      | main_workflow | solved by compare | have.03      | WSD_large_scale |
| 2844 |   1852 |  4278 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2845 |   1852 |  4280 | extend.01    | extend.01    | extend.01    | main_workflow | solved by compare | extend.01    | WSD_large_scale |
| 2846 |   1852 |  4282 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2847 |   2350 |  5393 | sleep.01     | sleep.01     | sleep.01     | main_workflow | solved by filter  | sleep.01     | WSD_large_scale |
| 2848 |   2350 |  5394 | work.01      | work.01      | work.01      | main_workflow | solved by compare | work.01      | WSD_large_scale |
| 2849 |   2350 |  5395 | know.01      | know.01      | know.01      | main_workflow | solved by compare | know.01      | WSD_large_scale |
| 2850 |   2350 |  5396 | meet.02      | meet.02      | meet.01      | main_workflow | solved by compare | meet.02      | WSD_large_scale |
| 2851 |   1337 |  3084 | continue.01  | continue.01  | continue.01  | main_workflow | solved by filter  | continue.01  | WSD_large_scale |
| 2852 |   1337 |  3085 | operate.01   | operate.01   | operate.01   | main_workflow | solved by filter  | operate.01   | WSD_large_scale |
| 2853 |   1337 |  3086 | say.01       | say.01       | say.01       | main_workflow | solved by filter  | say.01       | WSD_large_scale |
| 2854 |   1337 |  3088 | post.01      | post.01      | post.01      | main_workflow | solved by compare | post.01      | WSD_large_scale |
| 2855 |   2378 |  5452 | advance.01   | advance.01   | advance.01   | main_workflow | solved by filter  | advance.01   | WSD_large_scale |
| 2856 |   2378 |  5453 | turn.01      | turn.01      | turn.01      | main_workflow | solved by compare | turn.01      | WSD_large_scale |
| 2857 |   2378 |  5454 | climb.01     | climb.01     | climb.02     | main_workflow | solved by filter  | climb.01     | WSD_large_scale |
| 2858 |   2378 |  5455 | walk.01      | walk.01      | walk.01      | main_workflow | solved by compare | walk.01      | WSD_large_scale |
| 2859 |   2144 |  4930 | reflect.01   | reflect.01   | reflect.01   | main_workflow | solved by filter  | reflect.01   | WSD_large_scale |
+------+--------+-------+--------------+--------------+--------------+---------------+-------------------+--------------+-----------------+
