id   	 sen_id 	 va_id 	 ori_gold 	 final_gold 	 pred    	 ex_condition  	 worker_decision   	 final_label 	 dataset
3124	643	3666	management , planning and processing services~A1~18	management , planning and processing services~A1~18	management , planning and processing services~A1~18	main_workflow	solved by compare	management , planning and processing services~A1~18	SRL_large_scale
3125	643	3667	to the joint venture~A2~18	to the joint venture~A2~18	to the joint venture~A2~18	main_workflow	solved by filter	to the joint venture~A2~18	SRL_large_scale
3126	1680	9624	He~A0~2	He~A0~2	He~A0~2	main_workflow	solved by compare	He~A0~2	SRL_large_scale
3127	1680	9625	ASKO 's legal actions~A1~2	ASKO 's legal actions~A1~2	ASKO 's legal actions~A1~2	main_workflow	solved by compare	ASKO 's legal actions~A1~2	SRL_large_scale
3128	1609	9178	James Tarantino , head of OTC trading at Hambrecht & Quist in San Francisco ,~A0~16	James Tarantino , head of OTC trading at Hambrecht & Quist in San Francisco ,~A0~16	James Tarantino , head of OTC trading at Hambrecht & Quist in San Francisco ,~A0~16	main_workflow	solved by compare	James Tarantino , head of OTC trading at Hambrecht & Quist in San Francisco ,~A0~16	SRL_large_scale
3129	1609	9179	`` It was just like two years ago~A1~16	`` It was just like two years ago~A1~16	`` It was just like two years ago~A1~16	main_workflow	solved by compare	`` It was just like two years ago~A1~16	SRL_large_scale
3130	322	1858	We~A0~4	We~A0~4	We~A0~4	main_workflow	solved by compare	We~A0~4	SRL_large_scale
3131	322	1859	to create quality and involvement~A1~4	to create quality and involvement~A1~4	to create quality and involvement~A1~4	main_workflow	solved by compare	to create quality and involvement~A1~4	SRL_large_scale
3132	322	1860	quality and involvement~A1~6	quality and involvement~A1~6	quality and involvement~A1~6	main_workflow	solved by filter	quality and involvement~A1~6	SRL_large_scale
3133	661	3759	we~A0~4	we~A0~4	we~A0~4	main_workflow	solved by compare	we~A0~4	SRL_large_scale
3134	661	3760	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~AM-MOD~4	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~AM-MOD~4	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~AM-MOD~4	main_workflow	solved by fix	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~AM-MOD~4	SRL_large_scale
3135	661	3761	a close look at any situation in which we think the dealer - community obligations were n't met~A1~4	a close look at any situation in which we think the dealer - community obligations were n't met~A1~4	a close look at any situation in which we think the dealer - community obligations were n't met~A1~4	main_workflow	solved by compare	a close look at any situation in which we think the dealer - community obligations were n't met~A1~4	SRL_large_scale
3136	661	3762	we~A0~14	we~A0~14	we~A0~14	main_workflow	solved by compare	we~A0~14	SRL_large_scale
3137	661	3763	in which the dealer - community obligations were n't met~A1~14	in which the dealer - community obligations were n't met~A1~14	in which the dealer - community obligations were n't met~A1~14	main_workflow	solved by fix	in which the dealer - community obligations were n't met~A1~14	SRL_large_scale
3138	661	3764	the dealer - community obligations~A1~22	the dealer - community obligations~A1~22	the dealer - community obligations~A1~22	main_workflow	solved by fix	the dealer - community obligations~A0~22	SRL_large_scale
3139	661	3765	n't~AM-NEG~22	n't~AM-NEG~22	n't~AM-NEG~22	main_workflow	solved by filter	n't~AM-NEG~22	SRL_large_scale
3140	661	3766	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~A1~26	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~A1~26	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~A1~26	main_workflow	solved by filter	Obviously we 'll take a close look at any situation in which we think the dealer - community obligations were n't met~A1~26	SRL_large_scale
3141	661	3767	he~A0~26	he~A0~26	he~A0~26	main_workflow	solved by compare	he~A0~26	SRL_large_scale
3142	1131	6393	I~A0~4	I~A0~4	I~A0~4	main_workflow	solved by compare	I~A0~4	SRL_large_scale
3143	1131	6394	`` I 'd like to see that initiative , and I have n't .~AM-MOD~4	`` I 'd like to see that initiative , and I have n't .~AM-MOD~4	`` I 'd like to see that initiative , and I have n't .~AM-MOD~4	main_workflow	solved by fix	`` I 'd like to see that initiative , and I have n't .~AM-MOD~4	SRL_large_scale
3144	1131	6395	to see that initiative~A1~4	to see that initiative~A1~4	to see that initiative~A1~4	main_workflow	solved by compare	to see that initiative~A1~4	SRL_large_scale
3145	1131	6396	that initiative~A1~6	that initiative~A1~6	that initiative~A1~6	main_workflow	solved by filter	that initiative~A1~6	SRL_large_scale
3146	2607	14560	Rachel~A1~2	Rachel~A1~2	Rachel~A0~2	main_workflow	solved by compare	Rachel~A1~2	SRL_large_scale
3147	2607	14561	after the doctor had gone~AM-TMP~2	after the doctor had gone~AM-TMP~2	after the doctor had gone~AM-TMP~2	main_workflow	solved by compare	after the doctor had gone~AM-TMP~2	SRL_large_scale
3148	2607	14562	the doctor~A0~8	the doctor~A0~8	the doctor~A1~8	main_workflow	solved by fix	the doctor~A0~8	SRL_large_scale
3149	83	500	The Fed~A0~7	The Fed~A0~7	The Fed~A0~7	main_workflow	solved by compare	The Fed~A0~7	SRL_large_scale
3150	83	501	of course~AM-DIS~7	of course~AM-DIS~7	of course~AM-DIS~7	main_workflow	solved by fix	of course~AM-DIS~7	SRL_large_scale
3151	83	502	that~A1~7	that~A1~7	that~A1~7	main_workflow	solved by filter	that~A1~7	SRL_large_scale
3152	83	503	very well~AM-MNR~7	very well~AM-MNR~7	very well~AM-MNR~7	main_workflow	solved by compare	very well~AM-MNR~7	SRL_large_scale
3153	83	504	credit~A2~16	credit~A2~16	credit~A2~16	main_workflow	solved by compare	credit~A2~16	SRL_large_scale
3154	83	505	into the economy~A1~16	into the economy~A1~16	into the economy~A1~16	main_workflow	solved by compare	into the economy~A1~16	SRL_large_scale
3155	83	506	this morning~AM-TMP~16	this morning~AM-TMP~16	this morning~AM-TMP~16	main_workflow	solved by compare	this morning~AM-TMP~16	SRL_large_scale
3156	2102	11944	Mr. Lichtblau~A0~3	Mr. Lichtblau~A0~3	Mr. Lichtblau~A0~3	main_workflow	solved by filter	Mr. Lichtblau~A0~3	SRL_large_scale
3157	2102	11945	that the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~A1~3	that the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~A1~3	that the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~A1~3	main_workflow	solved by compare	that the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~A1~3	SRL_large_scale
3158	2102	11946	Interprovincial 's proposed expansion~A1~10	Interprovincial 's proposed expansion~A1~10	Interprovincial 's proposed expansion~A1~10	main_workflow	solved by compare	Interprovincial 's proposed expansion~A1~10	SRL_large_scale
3159	2102	11947	the delay of Interprovincial 's proposed expansion~A0~16	the delay of Interprovincial 's proposed expansion~A0~16	the delay of Interprovincial 's proposed expansion~A0~16	main_workflow	solved by compare	the delay of Interprovincial 's proposed expansion~A0~16	SRL_large_scale
3160	2102	11948	the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~AM-MOD~16	the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~AM-MOD~16	the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~AM-MOD~16	main_workflow	solved by filter	the delay of Interprovincial 's proposed expansion wo n't by itself increase U.S. dependence on offshore crude , however , since Canadian imports are limited in any case by Canada 's falling output~AM-MOD~16	SRL_large_scale
3161	2102	11949	n't~AM-NEG~16	n't~AM-NEG~16	n't~AM-NEG~16	main_workflow	solved by filter	n't~AM-NEG~16	SRL_large_scale
3162	2102	11951	U.S. dependence on offshore crude~A1~16	U.S. dependence on offshore crude~A1~16	U.S. dependence on offshore crude~A1~16	main_workflow	solved by compare	U.S. dependence on offshore crude~A1~16	SRL_large_scale
3163	2102	11952	however~AM-DIS~16	however~AM-DIS~16	however~AM-DIS~16	main_workflow	solved by fix	however~AM-DIS~16	SRL_large_scale
3164	2102	11954	Canadian imports~A1~29	Canadian imports~A1~29	Canadian imports~A1~29	main_workflow	solved by filter	Canadian imports~A1~29	SRL_large_scale
3165	2102	11955	in any case~AM-DIS~29	in any case~AM-DIS~29	in any case~AM-LOC~29	main_workflow	solved by fix	in any case~AM-DIS~29	SRL_large_scale
3166	2102	11956	by Canada 's falling output~A0~29	by Canada 's falling output~A0~29	by Canada 's falling output~A0~29	main_workflow	solved by compare	by Canada 's falling output~A0~29	SRL_large_scale
3167	2102	11957	Canada 's falling output~A1~36	Canada 's falling output~A1~36	Canada 's falling output~A1~36	main_workflow	solved by compare	Canada 's falling output~A1~36	SRL_large_scale
3168	213	1284	her main thrust~A0~7	her main thrust~A0~7	her main thrust~A0~7	main_workflow	solved by fix	her main thrust~A0~7	SRL_large_scale
3169	213	1285	the importance of world - wide free trade and open competition~A1~7	the importance of world - wide free trade and open competition~A1~7	the importance of world - wide free trade and open competition~A1~7	main_workflow	solved by compare	the importance of world - wide free trade and open competition~A1~7	SRL_large_scale
3170	567	3250	A spokesman for Information International~A0~6	A spokesman for Information International~A0~6	A spokesman for Information International~A0~6	main_workflow	solved by filter	A spokesman for Information International~A0~6	SRL_large_scale
3171	567	3251	the lawsuit by two units of Morris Communications Corp. seeks restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International for alleged failure to pay royalties~A1~6	the lawsuit by two units of Morris Communications Corp. seeks restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International for alleged failure to pay royalties~A1~6	the lawsuit by two units of Morris Communications Corp. seeks restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International for alleged failure to pay royalties~A1~6	main_workflow	solved by filter	the lawsuit by two units of Morris Communications Corp. seeks restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International for alleged failure to pay royalties~A1~6	SRL_large_scale
3172	567	3252	the lawsuit by two units of Morris Communications Corp.~A0~16	the lawsuit by two units of Morris Communications Corp.~A0~16	the lawsuit by two units of Morris Communications Corp.~A0~16	main_workflow	solved by compare	the lawsuit by two units of Morris Communications Corp.~A0~16	SRL_large_scale
3173	567	3253	restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International~A1~16	restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International~A1~16	restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International~A1~16	main_workflow	solved by compare	restitution of the system 's about $ 3 million purchase price and cancellation of a software license provided by the Morris units to Information International~A1~16	SRL_large_scale
3174	567	3255	a software license~A1~34	a software license~A1~34	a software license~A1~34	main_workflow	solved by fix	a software license~A1~34	SRL_large_scale
3175	567	3256	by the Morris units~A0~34	by the Morris units~A0~34	by the Morris units~A0~34	main_workflow	solved by compare	by the Morris units~A0~34	SRL_large_scale
3176	567	3257	to Information International~A2~34	to Information International~A2~34	to Information International~A2~34	main_workflow	solved by compare	to Information International~A2~34	SRL_large_scale
3177	567	3258	royalties~A1~46	royalties~A1~46	royalties~A1~46	main_workflow	solved by compare	royalties~A1~46	SRL_large_scale
3178	1992	11338	they~A0~3	they~A0~3	they~A0~3	main_workflow	solved by compare	they~A0~3	SRL_large_scale
3179	1992	11339	only 2 % of the population~A1~3	only 2 % of the population~A1~3	only 2 % of the population~A1~3	main_workflow	solved by compare	only 2 % of the population~A1~3	SRL_large_scale
3180	1992	11341	they~A0~12	they~A0~12	they~A0~12	main_workflow	solved by compare	they~A0~12	SRL_large_scale
3181	1992	11342	nearly one - third of discretionary income~A1~12	nearly one - third of discretionary income~A1~12	nearly one - third of discretionary income~A1~12	main_workflow	solved by compare	nearly one - third of discretionary income~A1~12	SRL_large_scale
3182	759	4277	T - bills probably are the right place to be~A1~15	T - bills probably are the right place to be~A1~15	T - bills probably are the right place to be~A1~15	main_workflow	solved by compare	T - bills probably are the right place to be~A1~15	SRL_large_scale
3183	759	4278	he~A0~15	he~A0~15	he~A0~15	main_workflow	solved by compare	he~A0~15	SRL_large_scale
3184	1814	10337	a plant~A1~7	a plant~A1~7	a plant~A1~7	main_workflow	solved by compare	a plant~A1~7	SRL_large_scale
3185	1814	10338	just~AM-DIS~7	just~AM-DIS~7	just~AM-DIS~7	main_workflow	solved by compare	just~AM-DIS~7	SRL_large_scale
3186	1814	10339	flat out~AM-MNR~7	flat out~AM-MNR~7	flat out~AM-MNR~7	main_workflow	solved by compare	flat out~AM-MNR~7	SRL_large_scale
3187	1814	10340	to meet demand~AM-PNC~7	to meet demand~AM-PNC~7	to meet demand~AM-PNC~7	main_workflow	solved by fix	to meet demand~AM-PNC~7	SRL_large_scale
3188	1814	10341	demand~A1~11	demand~A1~11	demand~A1~11	main_workflow	solved by compare	demand~A1~11	SRL_large_scale
3189	1814	10342	lost profit and thus claims under business - interruption insurance~A1~14	lost profit and thus claims under business - interruption insurance~A1~14	lost profit and thus claims under business - interruption insurance~A1~14	main_workflow	solved by compare	lost profit and thus claims under business - interruption insurance~A1~14	SRL_large_scale
3190	1448	8298	some in the U.S.~A0~6	some in the U.S.~A0~6	some in the U.S.~A0~6	main_workflow	solved by filter	some in the U.S.~A0~6	SRL_large_scale
3191	1448	8299	that advertising is the bane of television~A1~6	that advertising is the bane of television~A1~6	that advertising is the bane of television~A1~6	main_workflow	solved by compare	that advertising is the bane of television~A1~6	SRL_large_scale
3192	1448	8301	here~AM-LOC~17	here~AM-LOC~17	here~AM-LOC~17	main_workflow	solved by compare	here~AM-LOC~17	SRL_large_scale
3193	1448	8302	many~A0~17	many~A0~17	many~A0~17	main_workflow	solved by filter	many~A0~17	SRL_large_scale
3194	1448	8303	that its absence is to blame for the European TV industry 's sluggish development~A1~17	that its absence is to blame for the European TV industry 's sluggish development~A1~17	that its absence is to blame for the European TV industry 's sluggish development~A1~17	main_workflow	solved by compare	that its absence is to blame for the European TV industry 's sluggish development~A1~17	SRL_large_scale
3195	1448	8304	its absence~A1~23	its absence~A1~23	its absence~A1~23	main_workflow	solved by compare	its absence~A1~23	SRL_large_scale
3196	1448	8305	for the European TV industry 's sluggish development~A2~23	for the European TV industry 's sluggish development~A2~23	for the European TV industry 's sluggish development~A2~23	main_workflow	solved by compare	for the European TV industry 's sluggish development~A2~23	SRL_large_scale
3197	1063	6019	He~A0~3	He~A0~3	He~A0~3	main_workflow	solved by compare	He~A0~3	SRL_large_scale
3198	1063	6020	that he now knows how Justice John Harlan felt~A1~3	that he now knows how Justice John Harlan felt~A1~3	that he now knows how Justice John Harlan felt~A1~3	main_workflow	solved by filter	that he now knows how Justice John Harlan felt~A1~3	SRL_large_scale
3199	1063	6022	he~A0~7	he~A0~7	he~A0~7	main_workflow	solved by filter	he~A0~7	SRL_large_scale
3200	1063	6023	now~AM-TMP~7	now~AM-TMP~7	now~AM-TMP~7	main_workflow	solved by compare	now~AM-TMP~7	SRL_large_scale
3201	1063	6024	how Justice John Harlan felt~A1~7	how Justice John Harlan felt~A1~7	how Justice John Harlan felt~A1~7	main_workflow	solved by compare	how Justice John Harlan felt~A1~7	SRL_large_scale
3202	1063	6026	Justice John Harlan~A0~12	Justice John Harlan~A0~12	Justice John Harlan~A0~12	main_workflow	solved by compare	Justice John Harlan~A0~12	SRL_large_scale
3203	526	3009	In recent years~AM-TMP~27	In recent years~AM-TMP~27	In recent years~AM-TMP~27	main_workflow	solved by compare	In recent years~AM-TMP~27	SRL_large_scale
3204	526	3010	Reader 's Digest , New York Times Co. 's McCall 's , and most recently News Corp. 's TV Guide ,~A0~27	Reader 's Digest , New York Times Co. 's McCall 's , and most recently News Corp. 's TV Guide ,~A0~27	Reader 's Digest , New York Times Co. 's McCall 's , and most recently News Corp. 's TV Guide ,~A0~27	main_workflow	solved by filter	Reader 's Digest , New York Times Co. 's McCall 's , and most recently News Corp. 's TV Guide ,~A0~27	SRL_large_scale
3205	526	3011	their massive circulation rate bases~A1~27	their massive circulation rate bases~A1~27	their massive circulation rate bases~A1~27	main_workflow	solved by compare	their massive circulation rate bases~A1~27	SRL_large_scale
3206	526	3012	to eliminate marginal circulation and hold down rates for advertisers~AM-PNC~27	to eliminate marginal circulation and hold down rates for advertisers~AM-PNC~27	to eliminate marginal circulation and hold down rates for advertisers~AM-PNC~27	main_workflow	solved by compare	to eliminate marginal circulation and hold down rates for advertisers~AM-PNC~27	SRL_large_scale
3207	526	3013	marginal circulation~A1~34	marginal circulation~A1~34	marginal circulation~A1~34	main_workflow	solved by compare	marginal circulation~A1~34	SRL_large_scale
3208	526	3014	rates for advertisers~A1~38	rates for advertisers~A1~38	rates for advertisers~A1~38	main_workflow	solved by compare	rates for advertisers~A1~38	SRL_large_scale
3209	1365	7828	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A1~7	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A1~7	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A1~7	main_workflow	solved by compare	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A1~7	SRL_large_scale
3210	1365	7829	R.B. Partners Ltd.~A2~7	R.B. Partners Ltd.~A2~7	R.B. Partners Ltd.~A2~7	main_workflow	solved by compare	R.B. Partners Ltd.~A2~7	SRL_large_scale
3211	1365	7830	a group called R.B. Partners Ltd.~A1~12	a group called R.B. Partners Ltd.~A1~12	a group called R.B. Partners Ltd.~A1~12	main_workflow	solved by fix	a group called R.B. Partners Ltd.~A1~12	SRL_large_scale
3212	1365	7831	At the time~AM-TMP~21	At the time~AM-TMP~21	At the time~AM-TMP~21	main_workflow	solved by compare	At the time~AM-TMP~21	SRL_large_scale
3213	1365	7832	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~21	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~21	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~21	main_workflow	solved by filter	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~21	SRL_large_scale
3214	1365	7833	to buy Arby 's Inc. , which is part of DWG Corp~A1~21	to buy Arby 's Inc. , which is part of DWG Corp~A1~21	to buy Arby 's Inc. , which is part of DWG Corp~A1~21	main_workflow	solved by filter	to buy Arby 's Inc. , which is part of DWG Corp~A1~21	SRL_large_scale
3215	1365	7834	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~28	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~28	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~28	main_workflow	solved by compare	a group called R.B. Partners Ltd. , consisting of eight of Arby 's largest franchisees ,~A0~28	SRL_large_scale
3216	1365	7835	Arby 's Inc. , which is part of DWG Corp~A1~28	Arby 's Inc. , which is part of DWG Corp~A1~28	Arby 's Inc. , which is part of DWG Corp~A1~28	main_workflow	solved by compare	Arby 's Inc. , which is part of DWG Corp~A1~28	SRL_large_scale
3217	2275	12919	We~A0~2	We~A0~2	We~A0~2	main_workflow	solved by compare	We~A0~2	SRL_large_scale
3218	2275	12920	the enemy was subdued~A1~2	the enemy was subdued~A1~2	the enemy was subdued~A1~2	main_workflow	solved by compare	the enemy was subdued~A1~2	SRL_large_scale
3219	2275	12922	the enemy~A1~6	the enemy~A1~6	the enemy~A1~6	main_workflow	solved by fix	the enemy~A1~6	SRL_large_scale
3220	2275	12923	a flare~A1~12	a flare~A1~12	a flare~A1~12	main_workflow	solved by fix	a flare~A1~12	SRL_large_scale
3221	1312	7505	Justice William Brennan~A0~5	Justice William Brennan~A0~5	Justice William Brennan~A0~5	main_workflow	solved by filter	Justice William Brennan~A0~5	SRL_large_scale
3222	1312	7506	the start of his 34th year on the Supreme Court~A1~5	the start of his 34th year on the Supreme Court~A1~5	the start of his 34th year on the Supreme Court~A1~5	main_workflow	solved by compare	the start of his 34th year on the Supreme Court~A1~5	SRL_large_scale
3223	1312	7507	today~AM-TMP~5	today~AM-TMP~5	today~AM-TMP~5	main_workflow	solved by compare	today~AM-TMP~5	SRL_large_scale
3224	1312	7508	the occasion~A1~21	the occasion~A1~21	the occasion~A1~21	main_workflow	solved by filter	the occasion~A1~21	SRL_large_scale
3225	1312	7509	When Justice William Brennan marks the start of his 34th year on the Supreme Court today , the occasion will differ sharply from previous anniversaries of his tenure .~AM-MOD~21	When Justice William Brennan marks the start of his 34th year on the Supreme Court today , the occasion will differ sharply from previous anniversaries of his tenure .~AM-MOD~21	When Justice William Brennan marks the start of his 34th year on the Supreme Court today , the occasion will differ sharply from previous anniversaries of his tenure .~AM-MOD~21	main_workflow	solved by compare	When Justice William Brennan marks the start of his 34th year on the Supreme Court today , the occasion will differ sharply from previous anniversaries of his tenure .~AM-MOD~21	SRL_large_scale
3226	1312	7510	sharply~A2~21	sharply~A2~21	sharply~A2~21	main_workflow	solved by compare	sharply~A2~21	SRL_large_scale
3227	2069	11768	More Elderly~A0~3	More Elderly~A0~3	More Elderly~A0~3	main_workflow	solved by compare	More Elderly~A0~3	SRL_large_scale
3228	2069	11769	Their Independence~A1~3	Their Independence~A1~3	Their Independence~A1~3	main_workflow	solved by compare	Their Independence~A1~3	SRL_large_scale
3229	2363	13355	Warren~A0~2	Warren~A0~2	Warren~A0~2	main_workflow	solved by compare	Warren~A0~2	SRL_large_scale
3230	2363	13356	the metal box~A1~2	the metal box~A1~2	the metal box~A1~2	main_workflow	solved by compare	the metal box~A1~2	SRL_large_scale
3231	2363	13357	Prevot~A1~10	Prevot~A1~10	Prevot~A0~10	main_workflow	solved by fix	Prevot~A0~10	SRL_large_scale
3232	2363	13358	quietly~AM-MNR~10	quietly~AM-MNR~10	quietly~AM-MNR~10	main_workflow	solved by filter	quietly~AM-MNR~10	SRL_large_scale
3233	2363	13359	down the line~AM-DIR~10	down the line~AM-DIR~10	down the line~A1~10	main_workflow	solved by fix	down the line~AM-DIR~10	SRL_large_scale
3234	1581	9005	Nonetheless~AM-DIS~7	Nonetheless~AM-DIS~7	Nonetheless~AM-DIS~7	main_workflow	solved by filter	Nonetheless~AM-DIS~7	SRL_large_scale
3235	1581	9006	the Nasdaq Composite Index~A0~7	the Nasdaq Composite Index~A0~7	the Nasdaq Composite Index~A0~7	main_workflow	solved by compare	the Nasdaq Composite Index~A0~7	SRL_large_scale
3236	1581	9007	its biggest point decline of the year and its sixth worst ever~A1~7	its biggest point decline of the year and its sixth worst ever~A1~7	its biggest point decline of the year and its sixth worst ever~A1~7	main_workflow	solved by fix	its biggest point decline of the year and its sixth worst ever~A1~7	SRL_large_scale
3237	1581	9009	the Nasdaq Composite Index~A1~21	the Nasdaq Composite Index~A1~21	the Nasdaq Composite Index~A1~21	main_workflow	solved by compare	the Nasdaq Composite Index~A1~21	SRL_large_scale
3238	1581	9010	14.90 , or 3 % ,~A2~21	14.90 , or 3 % ,~A2~21	14.90 , or 3 % ,~A4~21	main_workflow	solved by compare	14.90 , or 3 % ,~A4~21	SRL_large_scale
3239	1581	9011	to 467.29~A4~21	to 467.29~A4~21	to 467.29~A4~21	main_workflow	solved by compare	to 467.29~A4~21	SRL_large_scale
3240	1823	10375	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A1~14	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A1~14	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A1~14	main_workflow	solved by compare	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A1~14	SRL_large_scale
3241	1823	10376	at 99.943~A2~14	at 99.943~A2~14	at 99.943~A2~14	main_workflow	solved by compare	at 99.943~A2~14	SRL_large_scale
3242	1823	10377	to yield 9.008 %~AM-PNC~14	to yield 9.008 %~AM-PNC~14	to yield 9.008 %~AM-PNC~14	main_workflow	solved by compare	to yield 9.008 %~AM-PNC~14	SRL_large_scale
3243	1823	10378	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A0~18	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A0~18	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A0~18	main_workflow	solved by compare	$ 150 million of 9 % debentures due Oct. 15 , 2019 , priced at 99.943 to yield 9.008 % .~A0~18	SRL_large_scale
3244	1823	10379	9.008 %~A1~18	9.008 %~A1~18	9.008 %~A0~18	main_workflow	solved by compare	9.008 %~A1~18	SRL_large_scale
3245	2218	12615	what to expect at this point~A1~6	what to expect at this point~A1~6	what to expect at this point~A1~6	main_workflow	solved by compare	what to expect at this point~A1~6	SRL_large_scale
3246	2218	12617	at this point~AM-TMP~9	at this point~AM-TMP~9	at this point~AM-TMP~9	main_workflow	solved by compare	at this point~AM-TMP~9	SRL_large_scale
3247	2218	12618	It 's hard to know what to expect at this point~A1~15	It 's hard to know what to expect at this point~A1~15	It 's hard to know what to expect at this point~A1~15	main_workflow	solved by compare	It 's hard to know what to expect at this point~A1~15	SRL_large_scale
3248	2218	12619	Peter Rogers , an analyst at Robertson Stephens & Co~A0~15	Peter Rogers , an analyst at Robertson Stephens & Co~A0~15	Peter Rogers , an analyst at Robertson Stephens & Co~A0~15	main_workflow	solved by compare	Peter Rogers , an analyst at Robertson Stephens & Co~A0~15	SRL_large_scale
3249	85	515	One analyst~A0~4	One analyst~A0~4	One analyst~A0~4	main_workflow	solved by compare	One analyst~A0~4	SRL_large_scale
3250	85	516	none_of_the_above	none_of_the_above	that most such machines are about two inches thick~A1~4	main_workflow	solved by compare	that most such machines are about two inches thick~A1~4	SRL_large_scale
3251	85	517	One analyst~A0~15	One analyst~A0~15	One analyst~A0~15	main_workflow	solved by filter	One analyst~A0~15	SRL_large_scale
3252	85	519	exception~A1~15	exception~A1~15	exception~A1~15	main_workflow	solved by fix	exception~A1~15	SRL_large_scale
3253	85	520	to the name~A2~15	to the name~A2~15	to the name~A2~15	main_workflow	solved by fix	to the name~A3~15	SRL_large_scale
3254	2333	13217	White 's arm~A1~4	White 's arm~A1~4	White 's arm~A1~4	main_workflow	solved by compare	White 's arm~A1~4	SRL_large_scale
3255	2333	13218	up~AM-DIR~4	up~AM-DIR~4	up~AM-DIR~4	main_workflow	solved by compare	up~AM-DIR~4	SRL_large_scale
3256	2333	13219	Warren~A0~8	Warren~A0~8	Warren~A0~8	main_workflow	solved by fix	Warren~A0~8	SRL_large_scale
3257	2333	13220	his own~A1~8	his own~A1~8	his own~A1~8	main_workflow	solved by compare	his own~A1~8	SRL_large_scale
3258	1213	6873	Traders~A0~2	Traders~A0~2	Traders~A0~2	main_workflow	solved by filter	Traders~A0~2	SRL_large_scale
3259	1213	6874	most of their major institutional investors , on the other hand , sat tight~A1~2	most of their major institutional investors , on the other hand , sat tight~A1~2	most of their major institutional investors , on the other hand , sat tight~A1~2	main_workflow	solved by filter	most of their major institutional investors , on the other hand , sat tight~A1~2	SRL_large_scale
3260	1213	6875	most of their major institutional investors~A1~15	most of their major institutional investors~A1~15	most of their major institutional investors~A1~15	main_workflow	solved by fix	most of their major institutional investors~A1~15	SRL_large_scale
3261	1213	6876	on the other hand~AM-DIS~15	on the other hand~AM-DIS~15	on the other hand~A2~15	main_workflow	solved by compare	on the other hand~AM-DIS~15	SRL_large_scale
